EXPOCODE,cruise,date,year,month,StationID,BottleID,LATITUDE,LONGITUDE,depth,Temperature,Salinity,NO3+NO2,SRP,DOP,DOP_flag,region,method,reference
-999,BIOSOPE,20041120,2004,11,121,12,-27.77275,-107.28623,120.9,20.428,35.857,0,0.14,0.13,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041120,2004,11,121,7,-27.77275,-107.28623,199.4,19.223,35.548,0.07,0.16,0.11,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041121,2004,11,125,12,-28.53627,-104.308,105.7,20.023,35.761,0,0.13,0.12,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041121,2004,11,125,10,-28.53627,-104.308,140.9,19.556,35.647,0,0.13,0.12,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041121,2004,11,125,7,-28.53627,-104.308,183,18.103,35.258,0.1,0.14,0.1,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041122,2004,11,129,19,-29.2252,-101.48098,25.1,19.985,35.478,0,0.12,0.15,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041122,2004,11,129,16,-29.2252,-101.48098,50.5,19.219,35.461,0,0.12,0.15,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041122,2004,11,129,14,-29.2252,-101.48098,64.8,18.982,35.436,0,0.12,0.16,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041122,2004,11,129,12,-29.2252,-101.48098,88.9,18.536,35.365,0,0.12,0.16,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041122,2004,11,129,10,-29.2252,-101.48098,120.6,18.378,35.371,0,0.13,0.14,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041122,2004,11,129,7,-29.2252,-101.48098,159.4,17.286,35.167,1.31,0.23,0.12,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041123,2004,11,133,19,-30.042,-98.39228,19.8,19.768,35.457,0.05,0.14,0.13,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041123,2004,11,133,16,-30.042,-98.39228,45.3,18.677,35.341,0,0.13,0.14,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041123,2004,11,133,14,-30.042,-98.39228,59.3,18.881,35.458,0,0.13,0.15,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041123,2004,11,133,12,-30.042,-98.39228,85.1,18.74,35.462,0,0.13,0.14,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041123,2004,11,133,10,-30.042,-98.39228,110,18.61,35.444,0,0.13,0.14,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041123,2004,11,133,7,-30.042,-98.39228,149.7,18.378,35.395,0.05,0.15,0.15,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041124,2004,11,137,19,-30.78638,-95.4272,15,18.02,34.858,0,0.15,0.17,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041124,2004,11,137,16,-30.78638,-95.4272,34.9,18.04,34.86,0,0.15,0.16,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041124,2004,11,137,14,-30.78638,-95.4272,49.7,17.609,34.828,0,0.15,0.17,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041124,2004,11,137,12,-30.78638,-95.4272,69.2,17.157,34.866,0,0.15,0.16,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041124,2004,11,137,10,-30.78638,-95.4272,99.7,16.951,34.894,0.15,0.16,0.16,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041124,2004,11,137,7,-30.78638,-95.4272,119.5,16.923,34.916,0.39,0.2,0.16,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041128,2004,11,162,21,-31.869,-91.41518,4.8,18.2178,34.6901,-999,0.19,0.21,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041128,2004,11,162,19,-31.869,-91.41518,15.1,18.0481,34.6903,-999,0.22,0.19,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041128,2004,11,162,16,-31.869,-91.41518,29.8,17.987,34.6865,-999,0.19,0.22,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041128,2004,11,162,14,-31.869,-91.41518,40,17.0367,34.6049,-999,0.19,0.23,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041128,2004,11,162,12,-31.869,-91.41518,60.4,16.5443,34.6732,-999,0.21,0.21,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041128,2004,11,162,10,-31.869,-91.41518,78.2,16.2068,34.6223,-999,0.24,0.21,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041128,2004,11,162,7,-31.869,-91.41518,99.4,16.0308,34.6164,-999,0.31,0.21,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041128,2004,11,162,5,-31.869,-91.41518,110.6,15.906,34.5944,-999,0.31,0.2,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041128,2004,11,162,4,-31.869,-91.41518,125.1,15.6364,34.5412,-999,0.3,0.21,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041128,2004,11,162,3,-31.869,-91.41518,149.6,15.3149,34.4724,-999,0.36,0.16,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041128,2004,11,162,2,-31.869,-91.41518,189.4,14.5498,34.3375,-999,0.46,0.16,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041128,2004,11,162,1,-31.869,-91.41518,249.9,11.5617,34.2521,-999,1,0.15,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041130,2004,11,176,3,-31.91738,-91.40722,303.7,9.96,34.2079,-999,1.3,0.1,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041130,2004,11,176,9,-31.91738,-91.40722,401.5,7.4869,34.3241,-999,2.07,0.06,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041130,2004,11,176,11,-31.91738,-91.40722,600.8,5.711,34.2776,-999,1.89,0.07,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041130,2004,11,176,12,-31.91738,-91.40722,800.5,4.7847,34.2718,-999,2.16,0.07,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041130,2004,11,176,13,-31.91738,-91.40722,1001.4,3.8903,34.364,-999,2.58,0.07,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041130,2004,11,176,15,-31.91738,-91.40722,2001.1,2.1899,34.631,-999,2.61,0.09,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041201,2004,12,178,19,-32.39545,-86.78242,14.8,17.3278,34.353,0.05,0.31,0.22,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041201,2004,12,178,16,-32.39545,-86.78242,30,17.1962,34.3562,2.28,0.32,0.24,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
-999,BIOSOPE,20041201,2004,12,178,14,-32.39545,-86.78242,40.6,16.1555,34.3047,2.33,0.34,0.22,2,South Pacific,Wet oxidation,"Raimbault, P., Garcia, N., and Cerutti, F.: Distribution of inorganic and organic nutrients in the South Pacific Ocean − evidence for long-term accumulation of organic matter in nitrogen-depleted waters, Biogeosciences, 5, 281–298, https://doi.org/10.5194/bg-5-281-2008, 2008"
